n2	n132	25.7	175	3.65	22
n2	n118	50.0	14	4.77	22
n2	n165	45.5	22	4.77	22
n2	n92	20.4	211	4.77	22
n2	n197	25.9	85	6.23	22
n2	n96	24.7	93	6.23	22
n2	n195	30.6	98	10.6	21
n2	n93	41.7	24	10.6	21
n2	n183	28.4	109	10.6	21
n2	n109	48.0	25	13.9	20
n2	n198	20.3	177	13.9	20
n2	n92	28.6	42	13.9	20
n2	n156	38.6	44	13.9	20
n2	n189	22.1	77	18.1	20
n2	n126	39.1	23	18.1	20
n2	n123	29.8	84	23.7	20
n2	n197	50.0	18	23.7	20
n2	n162	25.8	62	23.7	20
n2	n153	25.3	75	30.9	19
n2	n146	25.3	75	30.9	19
n2	n195	24.3	70	30.9	19
n2	n114	50.0	12	30.9	19
n2	n175	23.4	94	40.4	19
n2	n210	34.8	23	40.4	19
n2	n122	28.0	82	40.4	19
n2	n213	24.5	106	40.4	19
n2	n17	41.2	17	40.4	19
n2	n196	25.8	256	40.4	19
n2	n126	50.0	14	40.4	19
n2	n123	23.2	168	52.8	18
n2	n193	27.4	62	52.8	18
n2	n127	40.0	30	52.8	18
n2	n93	26.9	78	52.8	18
n2	n205	36.7	30	52.8	18
n2	n186	25.0	92	52.8	18
n2	n165	85.7	7	68.9	18
n2	n162	85.7	7	68.9	18
n2	n178	50.0	14	68.9	18
n2	n168	29.9	67	68.9	18
n2	n107	42.3	26	90	18
n2	n134	34.3	35	90	18
n2	n91	25.8	163	90	18
n2	n212	33.3	39	90	18
n2	n159	20.4	98	90	18
n2	n201	32.5	40	90	18
n2	n143	52.6	19	90	18
n2	n151	52.6	19	90	18
n2	n167	62.5	8	118	17
n2	n79	29.4	51	118	17
n2	n3	58.3	12	118	17
n2	n183	27.3	77	118	17
n2	n76	39.3	28	118	17
n2	n194	36.6	41	118	17
n2	n166	62.5	8	118	17
n2	n174	33.3	30	118	17
n2	n180	42.9	14	154	17
n2	n212	30.2	43	154	17
n2	n106	22.8	158	154	17
n2	n159	42.1	19	154	17
n2	n173	60.0	10	154	17
n2	n130	30.2	43	154	17
n2	n118	31.6	19	154	17
n2	n110	46.7	15	154	17
n2	n179	42.9	14	154	17
n2	n151	25.5	94	154	17
n2	n143	25.5	94	201	17
n2	n170	40.6	32	201	17
n2	n107	35.0	20	201	17
n2	n209	50.0	16	201	17
n2	n127	24.8	109	201	17
n2	n28	25.0	36	201	17
n2	n101	60.0	10	201	17
n2	n213	25.0	56	201	17
n2	n113	46.7	15	201	17
n2	n40	22.9	157	262	16
n2	n98	35.0	20	262	16
n2	n196	32.0	25	262	16
n2	n111	17.9	28	262	16
n2	n175	34.8	23	262	16
n2	n128	24.4	45	262	16
n2	n183	62.5	8	262	16
n2	n60	50.0	12	262	16
n2	n9	83.3	6	262	16
n2	n17	21.7	138	262	16
n2	n113	38.5	13	262	16
n2	n108	23.8	80	262	16
n2	n202	83.3	6	262	16
n2	n126	75.0	8	262	16
n2	n130	23.3	129	342	16
n2	n125	44.4	18	342	16
n2	n131	37.5	16	342	16
n2	n102	39.4	33	342	16
n2	n170	33.3	27	342	16
n2	n115	39.3	28	342	16
n2	n118	43.8	16	342	16
n2	n189	31.8	44	342	16
n2	n163	35.7	14	447	15
n2	n126	28.9	45	447	15
n2	n172	45.5	11	447	15
n2	n172	53.8	13	447	15
n2	n174	83.3	6	447	15
n2	n173	26.4	72	447	15
n2	n169	55.6	9	447	15
n2	n212	29.3	41	447	15
n2	n174	29.4	17	447	15
n2	n123	42.9	14	447	15
n2	n118	62.5	8	447	15
n2	n179	42.9	14	447	15
n2	n180	42.9	14	447	15
n2	n120	23.2	99	447	15
n2	n42	41.2	17	447	15
n2	n117	50.0	12	447	15
n2	n113	62.5	8	447	15
n2	n101	55.6	9	447	15
n2	n1	58.3	12	447	15
n2	n176	55.6	9	583	15
n2	n167	46.2	13	583	15
n2	n166	46.2	13	583	15
n2	n210	62.5	8	583	15
n2	n43	26.9	52	583	15
n2	n202	26.4	53	583	15
n2	n127	41.2	17	583	15
n2	n102	35.0	20	583	15
n2	n60	57.1	7	583	15
n2	n60	24.2	33	583	15
n2	n178	55.6	9	583	15
